app,contentDescription,addCaptioningChangeListener,getFontScale,getLocale,getUserStyle,isEnabled,removeCaptioningChangeListener,screenOrientation,inputType,inputMethod,phoneNumber,password,numeric,digits,autoText,editable,background,textColor,autoSizeTextType,textSize,textScaleX,autoSizeMaxTextSize,autoSizeMinTextSize,autoSizePresetSizes,lineSpacingMultiplier,lineSpacingExtra,letterSpacing,animateLayoutChanges,nextFocusForward,nextFocusUp,nextFocusDown,nextFocusLeft,nextFocusRight,accessibilityPaneTitle,accessibilityTraversalBefore,accessibilityTraversalAfter,accessibilityHeading,cursorVisible,minWidth,minHeight,screenReaderFocusable,focusable,hint,labelFor,onInitializeAccessibilityNodeInfo,replaceAccessibilityAction,accessibilityLiveRegion,importantForAccessibility,hapticFeedbackEnabled,sendAccessibilityEvent,sendAccessibilityEventUnchecked,dispatchPopulateAccessibilityEvent,onPopulateAccessibilityEvent,onRequestSendAccessibilityEvent,onBindViewHolder,GP-score,GP-installs,CM-SumDIACodeElements,CM-IndexDIACodeElements,CM-SumIIACodeElements,CM-IndexIIACodeElements,CM-SumAllCodeElements,CM-IndexAllCodeElements,CM-SumPerceivableCodeElements,CM-SumOperableCodeElements,CM-SumUnderstandableCodeElements,CM-SumRobustCodeElements,AL-GetContentDescriptionOverride,AL-ClickableViewAccessibility,AL-ContentDescription,AL-KeyboardInaccessibleWidget,AL-LabelFor,AL-acc_issues,M-NonTextContent,M-IdentifyInputPurpose,M-ContrastMinimum,M-TargetSize,M-DuplicateContentDescription,M-Spacing,M-Orientation,M-PageTitled,M-acc_issues,W-perceivable_issues,W-operable_issues,W-understandable_issues,W-robust_issues,total_of_issues
authorizer,4.595913172594216e-4,0,0,0,0,2.474722477550732e-4,0,0,9.898889910202927e-4,0,0,0,0,3.535317825072474e-5,0,0,1.0605953475217422e-4,2.474722477550732e-4,0,7.070635650144948e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7171038676377e-4,0,0,0,0,3.1817860425652265e-4,0,0,0,0,0,0,2.1211906950434844e-4,0,827,0.0031817860425652268,6,8.13123099766669e-4,4,0.003994909142331896,10,0.0027929010818072545,0,6.7171038676377e-4,5.302976737608711e-4,0,1.4141271300289896e-4,3.535317825072474e-5,3.535317825072474e-4,2.828254260057979e-4,8.13123099766669e-4,1.4141271300289896e-4,7.070635650144948e-5,5.302976737608711e-4,2.828254260057979e-4,0,0,0,1.0605953475217422e-4,0.0025454288340521812,7.777699215159443e-4,3.8888496075797213e-4,6.363572085130453e-4,1.4141271300289896e-4,0.0033585519338188504
c-beam-droid,8.479709267110841e-4,0,0,0,0,0,0,0,4.845548152634767e-4,0,0,0,0,0,0,0,0.004966686856450636,0.00145366444579043,0,0.0018170805572380376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2113870381586917e-4,7.26832222895215e-4,0,0,0,0,0,6.056935190793458e-4,0,0,0,0,0,0,4.875,1215,0.004482132041187159,5,0.006541490006056935,3,0.011023622047244094,8,0.009569957601453665,0,8.479709267110841e-4,6.056935190793458e-4,0,6.056935190793458e-4,3.634161114476075e-4,0,2.4227740763173834e-4,0.0012113870381586917,0.0015748031496062992,4.845548152634767e-4,0.008479709267110842,0.005087825560266505,0,0,0,0.0013325257419745608,0.011871592973955179,0.010902483343428226,0.006420351302241066,2.4227740763173834e-4,6.056935190793458e-4,0.01308298001211387
calculator-notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12293144208037825,0.004728132387706856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3055553,1700,0,0,0.1276595744680851,2,0.1276595744680851,2,0.1276595744680851,0,0,0,0,0,0.014184397163120567,0,0,0.014184397163120567,0,0,0.002364066193853428,0.002364066193853428,0,0,0,0.002364066193853428,0.002364066193853428,0.016548463356973995,0.004728132387706856,0,0,0.016548463356973995
calliope-android-app,0,0,0,0,0,4.737091425864519e-4,0,0,1.5790304752881732e-4,0,0,0,0,0,0,0,0.0023685457129322598,0.0026843518079898944,0,0.0023685457129322598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5790304752881732e-4,2.8235295,3381,0.002526448760461077,2,0.005684509711037423,4,0.008210958471498499,6,0.008053055423969682,0,0,1.5790304752881732e-4,0,0,0.0028422548555187117,0,0,0.0028422548555187117,0.004421285330806885,0,0.05084478130427917,0.026211905889783674,0,0,0,6.316121901152693e-4,0.018948365703458078,0.05810832149060477,0.026843518079898942,0,0,0.02179062055897679
contentblocker,5.785920925747348e-4,0,0,1.9286403085824494e-4,0,7.714561234329798e-4,0,0,3.857280617164899e-4,0,0,0,0,0,0,0,0.0023143683702989393,0.009450337512054001,0,0.006750241080038573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857280617164899e-4,0,0,0,0,5.785920925747348e-4,0,0,0,0,0,0,0,0,0,0,0,0,4.420058,6782168,0.008871745419479268,6,0.01253616200578592,3,0.021407907425265188,9,0.020443587270973965,3.857280617164899e-4,5.785920925747348e-4,0,0,0,0.004050144648023143,0,3.857280617164899e-4,0.004435872709739634,0.002507232401157184,0,0.0011571841851494697,0,0,1.9286403085824494e-4,0,1.9286403085824494e-4,0.0011571841851494697,0.007907425265188043,1.9286403085824494e-4,3.857280617164899e-4,0,0.005593056894889103
darkcroc-android-theme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064516129032258064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,18377,0,0,0.0064516129032258064,1,0.0064516129032258064,1,0.0064516129032258064,0,0,0,0,0,0,0,0,0,0.0032258064516129032,0,0.0064516129032258064,0.01935483870967742,0,0,0,0.0064516129032258064,0.01935483870967742,0.00967741935483871,0.025806451612903226,0,0,0.01935483870967742
dash-wallet,0.0035413899955732625,0,0,0,0,4.426737494466578e-4,0,0,0.007525453740593183,0,0,0,0,0,0,0,0.02213368747233289,0.02213368747233289,0,0.02434705621956618,0,0,0,0,0,0,0,4.426737494466578e-4,4.426737494466578e-4,0,4.426737494466578e-4,0,0,0,0,0,0,0,0,0,0,0,0.008410801239486499,0,0,0,0,0,0,0,0,0,0,0,0,4,352399,0.044710048694112436,6,0.0451527224435591,4,0.08986277113767153,10,0.08012394864984507,0.0013280212483399733,0.008410801239486499,0,0,0,0.007082779991146525,0,0.0017706949977866313,0.008853474988933156,0,0,8.853474988933156e-4,0,0,0,0,0,0.002213368747233289,0.00796812749003984,0,0.0017706949977866313,0,0.011066843736166445
defaultdarktheme-oms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064516129032258064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7142856,369985,0,0,0.0064516129032258064,1,0.0064516129032258064,1,0.0064516129032258064,0,0,0,0,0,0,0,0,0,0,0,0.02903225806451613,0.06774193548387097,0,0,0,0.0032258064516129032,0.06129032258064516,0.02903225806451613,0.07096774193548387,0,0,0.06129032258064516
democracy-client,2.482991508169042e-5,0,1.241495754084521e-5,0,0,9.931966032676168e-5,0,0,4.965983016338084e-5,0,0,0,0,0,0,2.482991508169042e-5,2.731290658985946e-4,9.931966032676168e-5,0,1.4897949049014252e-4,0,0,0,0,3.724487262253563e-5,4.965983016338084e-5,8.690470278591648e-5,0,1.241495754084521e-5,1.241495754084521e-5,1.241495754084521e-5,1.241495754084521e-5,1.241495754084521e-5,0,0,0,0,1.241495754084521e-5,6.207478770422605e-5,6.207478770422605e-5,0,4.965983016338084e-5,4.965983016338084e-5,0,1.241495754084521e-5,0,2.482991508169042e-5,2.482991508169042e-5,0,6.207478770422605e-5,0,1.241495754084521e-5,0,0,0,4.3846154,84866,7.945572826140935e-4,21,5.462581317971893e-4,5,0.0013408154144112826,26,9.062919004817003e-4,1.9863932065352337e-4,9.931966032676168e-5,1.365645329492973e-4,0,0,0,0,0,0,2.482991508169042e-5,1.241495754084521e-5,6.207478770422605e-5,2.482991508169042e-5,0,0,0,2.482991508169042e-5,1.8622436311267816e-4,9.931966032676168e-5,4.965983016338084e-5,0,0,1.8622436311267816e-4
diaguard,0.0015526196928635954,0,0,1.1291779584462511e-4,0,5.6458897922312554e-5,0,0,5.928184281842818e-4,0,0,0,0,0,0,0,0.0012703252032520325,0.0019478319783197832,0,4.799006323396567e-4,0,0,0,0,0,0,0,8.468834688346883e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.339656729900633e-4,0,0,0,0,0,0,0,0,0,0,0,3.952122854561879e-4,4.48,20572,0.003472222222222222,5,0.003754516711833785,5,0.007226738934056007,10,0.006012872628726287,8.468834688346883e-5,7.339656729900633e-4,3.952122854561879e-4,0,8.468834688346883e-5,0,0,0,8.468834688346883e-5,0.0012985546522131888,0,0.0035286811201445346,0.0011856368563685636,0,0,0,8.468834688346883e-5,0.004262646793134598,0.004827235772357724,0.0012703252032520325,0,8.468834688346883e-5,0.0043473351400180665
diceware-pass-gen,0.006185567010309278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009278350515463918,0.003092783505154639,0,0.002061855670103093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8636365,2429,0.008247422680412371,2,0.012371134020618556,2,0.020618556701030927,4,0.020618556701030927,0,0,0,0,0,0,0,0,0,0,0,0.006185567010309278,0.013402061855670102,0,0.008247422680412371,0,0.0010309278350515464,0.04639175257731959,0.01443298969072165,0.01443298969072165,0,0,0.04639175257731959
dokuwikiandroid,2.45398773006135e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9079754601227e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4285715,940,2.45398773006135e-4,1,4.9079754601227e-4,1,7.36196319018405e-4,2,7.36196319018405e-4,0,0,0,0,0,0,0,2.45398773006135e-4,2.45398773006135e-4,0.00196319018404908,2.45398773006135e-4,0.0068711656441717795,0.0026993865030674846,0,0,0,9.8159509202454e-4,0.010306748466257669,0.009079754601226994,0.0036809815950920245,2.45398773006135e-4,0,0.010552147239263805
download-navi,0.0012217115597184245,0,0,0,0,1.745302228169178e-4,0,0,8.72651114084589e-4,0,0,0,0,0,0,0,0.0020943626738030136,1.745302228169178e-4,0,5.81767409389726e-5,0,0,0,0,0,0,0,0,0,0,5.81767409389726e-5,0,0,0,0,0,0,0,0,0,0,0,8.144743731456163e-4,0,0,0,0,0,0,0,0,0,0,0,1.745302228169178e-4,3.93,66500,0.003025190528826575,5,0.002617953342253767,4,0.005643143871080342,9,0.004595962534178835,5.81767409389726e-5,8.144743731456163e-4,1.745302228169178e-4,0,5.81767409389726e-5,5.81767409389726e-5,0,0,1.163534818779452e-4,0.003374250974460411,1.745302228169178e-4,0.016638547908546162,0.031240909884228285,0,2.327069637558904e-4,0,2.327069637558904e-4,0.010937227296526849,0.020478212810518356,0.03147361684798418,0,5.81767409389726e-5,0.011053580778404794
dsaassistant,0.007570977917981073,0,0,0,0,0,0,0,0.010725552050473186,0,0,0,0,0,0,0,0.015141955835962145,0.0277602523659306,0,0.04605678233438486,0,0,0,0,0,0,0,0,0,0,0.007570977917981073,0,0,0,0,0,0,0,0,0,0,0,0.00946372239747634,0,0,0,0,0,0,0,0,0,0,0,0,4.3636365,2748,0.08138801261829653,5,0.04290220820189274,2,0.12429022082018927,7,0.10725552050473186,0.007570977917981073,0.00946372239747634,0,0,0,0,0.002523659305993691,0,0.002523659305993691,0.010094637223974764,0,0.03406940063091483,0.014511041009463722,0.008201892744479496,0.008201892744479496,0,0.0018927444794952682,0.03406940063091483,0.05236593059936909,0.016403785488958992,0.002523659305993691,0.008201892744479496,0.03659305993690852
exodus-android-app,4.170141784820684e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025020850708924102,0.012093411175979984,0,0.010425354462051709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012510425354462051,4.29,88362,0.010842368640533779,2,0.0158465387823186,3,0.026688907422852376,5,0.02543786488740617,0,0,0.0012510425354462051,0,0,0.0016680567139282735,0,0,0.0016680567139282735,0.002085070892410342,0,4.170141784820684e-4,8.340283569641367e-4,0,0,0,4.170141784820684e-4,0.0029190992493744786,0.004170141784820684,0.0012510425354462051,0,0,0.0045871559633027525
fediphoto,0,0,0,0,0,0,0,0,0.002976190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,8,0.005357142857142857,2,0,0,0.005357142857142857,2,0.002976190476190476,0,0.002380952380952381,0,0,0,0,0,0,0,0.004761904761904762,0,0.002380952380952381,0.01011904761904762,0,0.0011904761904761906,0,0.002976190476190476,0.02023809523809524,0.008333333333333333,0.013095238095238096,0,0,0.02023809523809524
flashcards,7.352941176470588e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007352941176470588,0.009558823529411765,7.352941176470588e-4,0.013970588235294118,0,7.352941176470588e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.016176470588235296,4,0.016911764705882352,2,0.03308823529411765,6,0.03308823529411765,0,0,0,0,0,0,0,0,0,0.0029411764705882353,0.0014705882352941176,0.015441176470588236,0.005147058823529412,0,0,0,0.0029411764705882353,0.07352941176470588,0.019852941176470587,0.008088235294117648,0,0,0.07352941176470588
funktrainer,0,0,0,0,0,3.6656891495601173e-4,0,0,3.6656891495601173e-4,0,0,0,0,0,0,0,3.6656891495601173e-4,0.0018328445747800588,0,0.001466275659824047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6656891495601173e-4,0,0,0,0,0,0,0,0,0,0,0,0,4.5636363,7039,0.0021994134897360706,3,0.002565982404692082,3,0.004765395894428153,6,0.004398826979472141,0,3.6656891495601173e-4,0,0,0,0,0,0,0,7.331378299120235e-4,0,0.0032991202346041057,0.006231671554252199,0,7.331378299120235e-4,0,0.0010997067448680353,0.056451612903225805,0.004765395894428153,0.007331378299120235,0,0,0.056451612903225805
getmitokens,0.006825938566552901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006825938566552901,0,0.006825938566552901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0.013651877133105802,2,0.006825938566552901,1,0.020477815699658702,3,0.020477815699658702,0,0,0,0,0,0,0,0,0,0,0,0.0034129692832764505,0.0034129692832764505,0,0,0,0.0034129692832764505,0.013651877133105802,0.0034129692832764505,0.006825938566552901,0,0,0.013651877133105802
getoffyourphone,6.218905472636816e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003420398009950249,0.001554726368159204,0,0.004975124378109453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.109452736318408e-4,4.142857,2756,0.005597014925373134,2,0.005286069651741294,3,0.010883084577114429,5,0.010572139303482588,0,0,3.109452736318408e-4,0,0,3.109452736318408e-4,0,0,3.109452736318408e-4,0.005286069651741294,0,6.218905472636816e-4,0,0,6.218905472636816e-4,0,3.109452736318408e-4,0.0046641791044776115,0.006840796019900498,3.109452736318408e-4,0,0,0.004975124378109453
